Clave de Cartera,Número de solicitud,Nombre de PPI,Descripción de PPI,Clave Tipo de PPI,Tipo de PPI,Entidad Federativa,Descripción de Entidad,Total,Anteriores,ANIO_1,ANIO_2,ANIO_3,ANIO_4,ANIO_5,Posteriores,Monto Asignado,Ramo,Descripción de Ramo,Unidad,Descripción de Unidad,Fecha de Inicio,Fecha Fin,Fase descripción,Monto Calendario Fiscal 2022,Monto Calendario Propios 2022
'15096330001,43976,Modernización de la Carretera Tizayuca-Pachuca,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,13,HIDALGO,1769776572,0,642095069,248487384,278148584,0,0,0,0,9,Comunicaciones y Transportes,633,Centro SCT Hidalgo,01/09/2015,31/12/2022,En Proceso de Modificación,601045535,0
'14132160037,44996,Adquisición de activos para operaciones de vigilancia,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,2798176057,269888202,191651828,205976405,205435564,208430086,204025019,1321112533,132430000,13,Marina,216,Dirección General de Servicios Generales e Hidrográficos,01/08/2014,31/12/2029,Vigente,191656420,0
'15097120001,45006,Adquisición de Inmuebles (Sustentabilidad y optimización operativa de la SCT),Proyecto de Inversión de Inmuebles,4,Proyecto de Inversión de Inmuebles,9,CIUDAD DE MÉXICO,3510602268,219554805,142875658,136184381,129806476,241660032,0,2490625215,0,9,Comunicaciones y Transportes,712,Dirección General de Recursos Materiales,01/02/2015,31/12/2034,En Proceso de Modificación,149895701,0
'14071320014,45040,MANTENER LA CAPACIDAD OPERATIVA DE ACTIVIDADES SUSTANTIVAS,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,3674668500,532724595,245427249,245427249,245427249,245427249,245427249,1669380411,177480000,7,Defensa Nacional,132,Comandancia de la Fuerza Aérea Mexicana,01/08/2014,31/12/2029,Vigente,245427249,0
'16096400004,45996,Modernización a nivel de Pavimento de la Carretera E.C.  (Mitla - Entr. Tehuantepec II) - Santiago Quiavicusas del km 0+000 al km 23+000,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,20,OAXACA,171604296,0,35940000,25276046,0,0,19052598,63335652,28000000,9,Comunicaciones y Transportes,640,Centro SCT Oaxaca,01/02/2016,31/12/2023,Vigente,28000000,0
'16096400005,45999,"Modernización del Camino Llano Crucero - Cerro Costoche - Ent. Km 105+700 E.C. (Mitla - Tehuantepec II) - San Pablo Lachiriega - San Pedro Quiatoni, Tr. del Km 0+000 - Km 32+000",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,20,OAXACA,199419855,0,14080000,0,0,0,17377257,149062598,0,9,Comunicaciones y Transportes,640,Centro SCT Oaxaca,01/09/2016,31/12/2024,Vigente,18900000,0
'17096400001,46007,Modernización a nivel de pavimento del camino Agua Blanca - El Coquito tramo del Km 0+000 al Km 11+500,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,20,OAXACA,59155596,0,16549327,0,0,0,0,0,0,9,Comunicaciones y Transportes,640,Centro SCT Oaxaca,01/01/2017,31/12/2022,Vigente,42606269,0
'17096400002,46145,Modernización a nivel de pavimento del camino E. C. (Mitla Entr. Tehuantepec II) San Juan Lachixila del km 0+000 al km 13+560.,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,20,OAXACA,64249352,0,15000000,25315469,0,0,13933883,0,10000000,9,Comunicaciones y Transportes,640,Centro SCT Oaxaca,01/03/2017,31/12/2022,Vigente,10000000,0
'1708B000001,46485,"CONSTRUCCION, EQUIPAMIENTO Y SUPERVISION DEL CENTRO NACIONAL DE REFERENCIA EN SALUD ANIMAL CNRSA",Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,15,ESTADO DE MEXICO,2920003834,0,539184996,856523545,957948966,509786915,0,0,0,8,Agricultura y Desarrollo Rural,B00,"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria",01/01/2018,31/12/2022,Vigente,56559412,0
'15071320001,46691,ADQUISICIÓN DE ACTIVOS PARA FORTALECER LA CAPACIDAD DE TRANSPORTE AÉREO DEL ESCUADRÓN AÉREO 502,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,5205587726,118685693,350268799,350268799,350268799,555397173,368830562,2761599102,253050000,7,Defensa Nacional,132,Comandancia de la Fuerza Aérea Mexicana,01/04/2015,31/12/2030,Vigente,350268799,0
'1650GYR0053,46804,"Ampliación y remodelación de la Unidad de Cuidados Intensivos de Adultos (UCIA) del HGR 1 Orizaba, Veracruz Sur.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,30,VERACRUZ,23670070,0,6338028,0,6073967,0,0,0,11258075,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/06/2019,31/12/2022,Vigente,0,11258075
'1616B000004,47183,"Programa de acciones de obra para la conservación, rehabilitación  y mantenimiento del sistema de acción inmediata (PAI Norte)",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,2877332869,27042699,1648490436,152138732,48616460,101625289,120963254,0,191000001,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/02/2016,31/12/2022,Vigente,778455999,0
'1616B000007,47269,"Programa de Acciones de Obra para la Conservación, Rehabilitación y Mantenimiento del Sistema de Acción Inmediata, PAI Sur",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,2745871016,31606944,1435248226,128870841,105496801,206490697,109215637,0,148000000,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/02/2016,31/12/2022,Vigente,728941870,0
'1516B000071,47361,"Programa de mantenimiento, conservación y rehabilitación del Sistema Cutzamala, para el abastecimiento de agua potable a la Zona Metropolitana del Valle de México.",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,10607911855,424204497,6082460302,500313614,96373613,306706036,484253793,0,650000000,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/02/2016,31/12/2022,Vigente,2713600000,0
'1650GYR0011,47590,"Construcción de una UMF de 6 consultorios en Guadalupe, estado de Zacatecas.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,32,ZACATECAS,69474961,0,38561894,455,108881,0,0,0,30803731,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/09/2019,31/12/2022,Vigente,0,30803731
'1616B000093,47603,Programa de Mantenimiento de la Infraestructura Hidráulica Federal que conforma el Sistema Hidrológico de la Cuenca del Valle de México 2016-2020.,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,7347895583,0,1886743844,3111911302,260202013,196060051,18763061,0,850000000,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/10/2016,31/12/2022,Vigente,1613566378,0
'15096270004,47687,Modernización de la carretera Palenque - San Cristóbal de Las Casas.,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,7,CHIAPAS,3727310764,184400057,902972663,556297168,1003995,34705100,6698528,0,770000000,9,Comunicaciones y Transportes,627,Centro SCT Chiapas,01/07/2016,31/10/2022,Vigente,2041233253,0
'1550GYR0047,48020,"Implementación de la Unidad de Cuidados Intensivos de Adultos en el Hospital General de Zona No.4 de Zamora, Michoacán.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,16,MICHOACAN,50645280,0,26795239,412,692012,0,0,0,23157617,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/05/2019,31/12/2022,Vigente,0,23157617
'1616B000067,48021,"Construcción del Sistema de la Presa de Almacenamiento Milpillas y Línea de Conducción para al Abastecimiento del Corredor Zacatecas-Fresnillo, Zacatecas.",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,32,ZACATECAS,7711215397,0,2318008177,0,0,54173857,0,2165962295,0,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/07/2016,31/12/2023,Vigente,703107636,0
'1650GYR0031,48025,"Construcción de la Unidad de Cuidados Intensivos de Adultos (UCIA) del Hospital General de Zona 51 Chapala en Gómez Palacio, Durango",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,10,DURANGO,20583392,0,0,0,0,589164,0,0,19994228,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/11/2017,31/12/2022,Vigente,0,19994228
'1650GYR0086,48046,"Ampliación y remodelación de la Unidad de Cuidados Intensivos Adultos (UCIA) en el hospital HGZMF 7 Monclova, Coahuila.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,5,COAHUILA DE ZARAGOZA,49658904,0,0,5315,1501805,0,0,0,48151784,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/07/2019,31/12/2022,Vigente,0,48151784
'1650GYR0004,48082,"Construcción de la Unidad de Cuidados Intensivos Neonatal (UCIN) del HGZ 194 El Molinito, Estado de México.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,15,ESTADO DE MEXICO,50221642,0,0,2575,616271,0,0,0,49602796,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/01/2019,31/12/2022,Vigente,0,49602796
'1650GYR0078,48083,"Construcción de la Unidad de Medicina Familiar (UMF) nueva de 6 consultorios con AMC, en Salamanca, Guanajuato",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,11,GUANAJUATO,74658430,0,19159871,0,0,2246048,0,0,53252511,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/11/2017,31/12/2022,Vigente,0,53252511
'1550GYR0036,48088,"Ampliación y Remodelación de Unidades de Cuidados Intensivos Neonatales (UCIN) del Hospital de Ginecobstetricia No. 221 en Toluca, Poniente del Estado de México.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,15,ESTADO DE MEXICO,121326422,0,33354604,3037,1176649,0,0,0,0,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/08/2019,31/12/2022,Vigente,0,86792132
'1550GYR0059,48089,"Construcción de la Unidad de Medicina Familiar (UMF) nueva de 10 consultorios con AMC en Torreón, Coahuila",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,5,COAHUILA DE ZARAGOZA,139916821,0,47801572,0,207072,47662037,535548,0,43710592,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/08/2017,31/12/2022,Vigente,0,43710592
'1650GYR0075,48092,"Ampliación y remodelación del HGZMF No. 76 XALOSTOC, Estado de México Oriente para la creación de la Unidad de Cuidados Intensivos UCIA.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,15,ESTADO DE MEXICO,42568561,0,136963,3021,722817,0,0,0,41705760,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/11/2019,31/12/2022,Vigente,0,41705760
'1650GYR0076,48103,"Ampliación y Remodelación del HGZMF 3 en Mazatlán, Sinaloa para la creación de la Unidad de Cuidados Intensivos Neonatales (UCIN)",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,25,SINALOA,45537626,0,0,3272,782814,0,0,0,44751540,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/05/2019,31/12/2022,Vigente,0,44751540
'1550GYR0060,48107,"Sustitución de la UMF No. 51, con 2 consultorios en la localidad de Pitiquito, Sonora.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,26,SONORA,63030982,0,13072513,38559,9317500,722741,437526,0,0,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/09/2017,31/12/2022,Vigente,0,39442143
'19096260001,48139,Modernización del Libramiento Manzanillo - El Naranjo,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,6,COLIMA,535199533,0,160687135,214249513,0,0,0,0,0,9,Comunicaciones y Transportes,626,Centro SCT Colima,01/01/2019,31/12/2022,Vigente,160262885,0
'1650GYR0103,48267,Ampliación y remodelación de la Unidad de Banco de Sangre y Laboratorio Clínico del HGZ No. 1 en  Campeche,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,4,CAMPECHE,45960171,0,0,5534,1324045,0,0,0,44630592,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/10/2019,31/12/2022,Vigente,0,44630592
'1609A000001,48277,Equipamiento de Puentes Secundarios para Remolcadores en el Simulador de Maniobras de Embarcaciones en tiempo Real del IMT,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,22,QUERETARO,28107717,0,0,0,7835411,0,0,0,0,9,Comunicaciones y Transportes,A00,Instituto Mexicano del Transporte,01/09/2015,30/11/2022,Vigente,20272306,0
S/CVE,48690,Acciones para la conservación de las plantas de proceso y servicios principales del CPG Cactus,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,7,CHIAPAS,,0,38605561,0,20126858,706832,0,0,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/10/2016,31/12/2022,En Proceso de Registro,0,540096751
S/CVE,48691,Mantenimiento integral de las plantas recuperadoras de Azufre del Complejo Procesador de Gas Cactus,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,7,CHIAPAS,,0,6800000,14833172,50370,18358659,22746630,0,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/08/2016,31/12/2022,En Proceso de Registro,0,516989087
S/CVE,48695,Mantenimiento mayor y anual a turbocompresores y turbogeneradores del CPG Burgos,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,28,TAMAULIPAS,,0,157969650,0,32047531,7649485,84655748,0,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/08/2015,31/12/2022,En Proceso de Registro,0,330286329
S/CVE,48700,Programa de Mantenimiento de Equipos de Perforación y Reparación de Pozos,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,,1254497584,8084545,731775297,1325500076,1065173652,879173788,8686983707,0,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/03/2016,31/12/2023,En Proceso de Registro,0,1984680035
S/CVE,48701,"Mantenimiento de los equipos de proceso, sistemas de control y servicios principales de las Plantas Endulzadoras, Recuperadoras de Azufre y Criogénica Modular del CPG Matapionche.",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,30,VERACRUZ,,0,90152460,5171665,13611,0,1046499,0,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/08/2016,31/12/2022,En Proceso de Registro,0,53286770
S/CVE,48703,Mantenimiento integral de las instalaciones del CPG Arenque,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,28,TAMAULIPAS,,0,33495741,0,2196057,8696931,47582150,263441966,46820000,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/08/2016,31/12/2023,En Proceso de Registro,0,205330000
S/CVE,48704,"Mantenimiento integral de las plantas Endulzadoras de Gas 7, 8, 9, 10 y 11 del CPG Cactus",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,7,CHIAPAS,,0,18218838,91403240,0,39935790,1150640,0,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/08/2016,31/12/2022,En Proceso de Registro,0,426154957
S/CVE,48705,Mantenimiento integral de las plantas Endulzadoras de Condensados Amargos I y II y Oxidación del CPG Cactus,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,7,CHIAPAS,,0,37559000,0,0,0,0,0,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/08/2015,31/12/2022,En Proceso de Registro,0,183793563
S/CVE,48712,Programa de Mantenimiento de Servicios a Pozos,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,,207594835,790537,141377686,362123898,295237962,316592361,1369137220,0,52,Petróleos Mexicanos,T9G,Pemex Exploración y Producción,01/09/2016,31/12/2023,En Proceso de Registro,0,270854535
S/CVE,48714,"Mantenimiento a los sistemas de seguridad, control y sistemas de respaldo de energía de los Complejos Procesadores de Gas",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,,0,40123187,0,33375987,30836694,0,0,0,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/08/2016,31/12/2022,En Proceso de Registro,0,858439766
S/CVE,48726,"Mantenimiento mayor a las plantas Criogénicas 1-6 y Fraccionadoras de Condensados 1, 3 y 4.",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,28,TAMAULIPAS,,0,2179413,0,87122,0,0,0,6120000,52,Petróleos Mexicanos,T9M,Pemex Transformación Industrial,01/11/2016,31/12/2022,En Proceso de Registro,0,342893702
'1650GYR0045,49150,"Ampliación y remodelación de la Unidad de Cuidados Intensivos Neonatales (UCIN) en el hospital HGZ No. 18 Playa del Carmen, Quintana Roo.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,23,QUINTANA ROO,19748001,0,0,2570,614995,0,0,0,19130436,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/06/2019,31/12/2022,Vigente,0,19130436
